X_acc_mean,X_acc_std,X_acc_median,X_acc_min,X_acc_max,X_acc_var,X_acc_kurtosis,X_acc_skew,Y_acc_mean,Y_acc_std,Y_acc_median,Y_acc_min,Y_acc_max,Y_acc_var,Y_acc_kurtosis,Y_acc_skew,Z_acc_mean,Z_acc_std,Z_acc_median,Z_acc_min,Z_acc_max,Z_acc_var,Z_acc_kurtosis,Z_acc_skew,X_mag_mean,X_mag_std,X_mag_median,X_mag_min,X_mag_max,X_mag_var,X_mag_kurtosis,X_mag_skew,Y_mag_mean,Y_mag_std,Y_mag_median,Y_mag_min,Y_mag_max,Y_mag_var,Y_mag_kurtosis,Y_mag_skew,Z_mag_mean,Z_mag_std,Z_mag_median,Z_mag_min,Z_mag_max,Z_mag_var,Z_mag_kurtosis,Z_mag_skew,X_gyr_mean,X_gyr_std,X_gyr_median,X_gyr_min,X_gyr_max,X_gyr_var,X_gyr_kurtosis,X_gyr_skew,Y_gyr_mean,Y_gyr_std,Y_gyr_median,Y_gyr_min,Y_gyr_max,Y_gyr_var,Y_gyr_kurtosis,Y_gyr_skew,Z_gyr_mean,Z_gyr_std,Z_gyr_median,Z_gyr_min,Z_gyr_max,Z_gyr_var,Z_gyr_kurtosis,Z_gyr_skew,Acc_Mag_mean,Acc_Mag_std,Acc_Mag_median,Acc_Mag_min,Acc_Mag_max,Acc_Mag_var,Acc_Mag_kurtosis,Acc_Mag_skew,Gyr_Mag_mean,Gyr_Mag_std,Gyr_Mag_median,Gyr_Mag_min,Gyr_Mag_max,Gyr_Mag_var,Gyr_Mag_kurtosis,Gyr_Mag_skew,Mag_Mag_mean,Mag_Mag_std,Mag_Mag_median,Mag_Mag_min,Mag_Mag_max,Mag_Mag_var,Mag_Mag_kurtosis,Mag_Mag_skew,START_X_first,CURRENT_X_last,CURRENT_X_maxdev,CURRENT_X_dev20,CURRENT_X_dev50,CURRENT_X_dev80,START_Y_first,CURRENT_Y_last,CURRENT_Y_maxdev,CURRENT_Y_dev20,CURRENT_Y_dev50,CURRENT_Y_dev80,V_pairwise20,V_pairwise50,V_pairwise80,V_medianVelocityLastThree,A_pairwise20,A_pairwise50,A_pairwise80,A_averageAccFirstFive,pairwiseDisplacement_lengthOfTrajectory,CURRENT_PRESSURE_median,CURRENT_SIZE_median,distance,directionOfEndtoEnfLine,ratio,duration,averageVelocity,MeanResultantLength,AverageDirectionEnsemble,LABEL
-0.8387026545454546,0.0327853486219489,-0.8288175,-0.9375542,-0.8288175,0.0010748790842627,9.10000000000007,-3.3166247903554216,5.845214181818182,0.0135765432770511,5.8411207,5.8411207,5.886149,0.0001843225273536,9.099999999999858,3.316624790355355,7.889377727272728,0.0028167189810454,7.890227,7.880885,7.890227,7.933905818181769e-06,9.099999999997598,-3.316624790354663,47.55032745454545,0.2672451832891909,47.46975,47.46975,48.356102,0.0714199879912732,9.099999999999971,3.3166247903553927,-26.01351572727273,0.0558709566842916,-25.99667,-26.181973,-25.99667,0.0031215638008179,9.099999999999929,-3.316624790355378,14.80085209090909,0.4107504122750102,14.924698,13.562393,14.924698,0.1687159011840908,9.100000000000064,-3.316624790355419,-0.0058123852363636,0.003292449128329,-0.006805096,-0.006805096,0.0041147224,1.0840221262634416e-05,9.099999999999996,3.3166247903554003,0.0066624999090909,0.0152737526859562,0.0020572902,0.0020572902,0.052714597,0.0002332875211117,9.1,3.3166247903553985,0.0472453985454545,0.0238823002319512,0.054446183,-0.024762446,0.054446183,0.000570364264369,9.1,-3.3166247903554,9.85460877985486,0.008752059667362,9.851969934576728,9.851969934576728,9.880997232636169,7.65985484210648e-05,9.09999999999978,3.316624790355332,0.0552245246651423,0.0010485808438774,0.0549083656450064,0.0549083656450064,0.0583861148665021,1.0995217861467648e-06,9.10000000000007,3.31662479035542,56.18721187863225,0.1491691932613099,56.142235674602446,56.142235674602446,56.636973918930224,0.02225144821823,9.09999999999974,3.3166247903553203,849.0,479.0,200.2840272727273,-98.9963027272728,-15.668072727272715,97.33108727272725,633.0,688.0,32.49723000000006,-21.314539999999965,-5.6593299999999545,19.19889000000001,1.5934317707828405,1.9648270509246653,2.3756241593448397,1.5934317707828405,-0.0184037172148498,-0.0051563544160497,0.0427802711146336,0.0,351.80004211051653,1.0,0.007874016,374.0655022853618,-1.4232282554809017,1.0632901009370848,168.0,2.0940478697054554,0.8400748701337871,3.05842685222542,user
-0.6948219692307693,0.0220565620398399,-0.7064289,-0.7064289,-0.6561322,0.0004864919290173,2.6333333333332964,1.4511323592170595,5.8180172692307695,0.0134439399960468,5.8109426,5.8109426,5.8415995,0.0001807395226173,2.6333333333335225,1.4511323592172105,7.911579692307693,0.016910117141249,7.902681,7.902681,7.941242,0.0002859520617307,2.6333333333332902,1.4511323592170562,47.33266553846154,0.4511055831213697,47.570053,46.541374,47.570053,0.203496247123271,2.6333333333334363,-1.4511323592171537,-26.65243323076923,0.08362090420578,-26.608429,-26.799114,-26.608429,0.0069924556201922,2.633333333333664,-1.4511323592173049,13.991403153846154,0.2607445253208734,14.128616,13.534027,14.128616,0.0679877074848075,2.633333333333377,-1.4511323592171144,-0.0107141028461538,0.0165617457492193,-0.01942947,-0.01942947,0.018337121,0.0002742914222617,2.6333333333333333,1.4511323592170846,-0.0049658086153846,0.0029199113809267,-0.0034292496,-0.010087672,-0.0034292496,8.525882472465723e-06,2.6333333333333333,-1.451132359217085,0.0153479096538461,0.0045550641907129,0.017744943,0.0073577985,0.017744943,2.0748609781515428e-05,2.633333333333338,-1.4511323592170875,9.84508536992057,0.0200116868366113,9.834554523668622,9.834554523668622,9.880188190760393,0.0004004676100466,2.633333333333042,1.4511323592168908,0.0255316110440353,0.0019081945290019,0.0265357694324707,0.0221844164159174,0.0265357694324707,3.6412063605129968e-06,2.6333333333333417,-1.451132359217091,56.09455109861101,0.4046933552090889,56.30751483013885,55.38467199351821,56.30751483013885,0.1637767117503898,2.6333333333331974,-1.4511323592169938,817.0,480.0,147.0628484615385,-105.27742153846162,3.728558461538455,107.56995846153848,637.0,729.0,43.76848230769235,-25.523777692307632,0.5903223076923041,23.724722307692392,1.2434669191005827,1.8960937602519683,2.1802262465252054,2.21329916975802,-0.0291402703004964,0.013912217472323,0.0305959385867681,0.0242006450395977,368.7400272772111,1.0,0.007874016,349.33222010000736,-1.304293210614348,0.947367235066636,189.0,1.9510054353291597,0.8400748701337871,3.05842685222542,user
-0.6867893,0.0,-0.6867893,-0.6867893,-0.6867893,0.0,0.0,0.0,5.8473477,0.0,5.8473477,5.8473477,5.8473477,0.0,0.0,0.0,7.860048999999999,0.0,7.860049,7.860049,7.860049,0.0,0.0,0.0,47.877823,0.0,47.877823,47.877823,47.877823,0.0,0.0,0.0,-25.541985,0.0,-25.541985,-25.541985,-25.541985,0.0,0.0,0.0,14.662537,0.0,14.662537,14.662537,14.662537,0.0,0.0,0.0,-0.0047809333,0.0,-0.0047809333,-0.0047809333,-0.0047809333,0.0,0.0,0.0,0.044245075,0.0,0.044245075,0.044245075,0.044245075,0.0,0.0,0.0,0.008796019,0.0,0.008796019,0.008796019,0.008796019,0.0,0.0,0.0,9.820566427130911,0.0,9.820566427130911,9.820566427130911,9.820566427130911,0.0,0.0,0.0,0.0453635749828321,0.0,0.0453635749828321,0.0453635749828321,0.0453635749828321,0.0,0.0,0.0,56.21093242631654,0.0,56.21093242631653,56.21093242631653,56.21093242631653,0.0,0.0,0.0,893.0,616.82007,126.26385000000016,-66.28627799999983,-6.674809999999866,68.71447000000022,610.0,676.08093,34.94278857142854,-16.36284142857139,0.1628185714286019,12.82845857142857,2.339415829558388,2.401329798408581,2.898415819750675,2.401329798408581,-0.0368536442548007,0.0269534249978104,0.0428402278397211,-0.0347702191589751,370.3866382629941,1.0,0.007874016,283.9754268320937,-1.3359439005720766,0.7666999764458463,105.0,3.5274917929808955,0.8400748701337871,3.05842685222542,user
-0.7271863000000001,0.0187995696060244,-0.71505123,-0.75145644,-0.71505123,0.0003534238173717,1.4999999999999942,-0.9682458365518456,5.863953666666666,0.0124916622859678,5.872017,5.847827,5.872017,0.0001560416266666,1.5000000000000002,-0.9682458365518538,7.880566333333333,0.0064309597469323,7.8847175,7.872264,7.8847175,4.135724326666376e-05,1.5000000000000002,-0.9682458365518544,47.22857666666667,0.222110430927201,47.085205,47.085205,47.51532,0.0493330435266669,1.4999999999999996,0.9682458365518544,-25.96045033333333,0.2926803186773342,-25.771526,-26.338299,-25.771526,0.0856617689410659,1.5000000000000382,-0.968245836551909,14.388514333333331,0.0203212854186609,14.375397,14.375397,14.414749,0.0004129546410666,1.5000000000000002,0.9682458365518546,-0.0090423275,0.0030532966302527,-0.011013222,-0.011013222,-0.0051005385,9.322620312312595e-06,1.5000000000000016,0.968245836551856,0.0148059615333333,0.0117455605494782,0.0072242348,0.0072242348,0.029969415,0.0001379581926214,1.4999999999999998,0.9682458365518531,-0.0007566018,0.0028607459959386,-0.0026032054,-0.0026032054,0.0029366054,8.183867653279103e-06,1.5000000000000004,0.9682458365518546,9.849793556722814,0.0111801235627066,9.857010295450632,9.83536007926718,9.857010295450632,0.0001249951628773,1.5000000000003282,-0.9682458365523304,0.0191312811675649,0.0088385934087512,0.0134259936548995,0.0134259936548995,0.0305418561928956,7.81207334452202e-05,1.500000000000001,0.9682458365518556,55.7811352888267,0.3296650750465235,55.568337397913126,55.568337397913126,56.206731070653824,0.1086790617054299,1.4999999999999558,0.9682458365517896,924.0,652.0,129.08354999999997,-93.99495000000002,-3.976550000000032,90.78094999999996,634.0,665.0,19.088295000000016,-11.911704999999984,-4.054669999999987,12.84445500000004,2.1279222222222214,3.323710617522249,4.149813931284137,3.31329378440636,-0.1110065245376104,-0.0006127548891699,0.067011401578662,0.0479815576850587,291.993594023358,1.0,0.007874016,273.7608445340568,-1.4573153938842072,0.9375577072151704,85.0,3.435218753215976,0.8400748701337871,3.05842685222542,user
-0.7113788600000001,0.0506494221359889,-0.7320564,-0.7320564,-0.60799116,0.0025653639627096,4.200000000000002,2.44948974278318,5.873494583333334,0.0065513644412188,5.87082,5.87082,5.8868675,4.292037604166615e-05,4.199999999999823,2.449489742783076,7.857533716666667,0.0038131615074196,7.855977,7.855977,7.8653173,1.4540200681666776e-05,4.200000000000609,2.449489742783528,47.00950233333333,0.1974868445255695,47.090126,46.606384,47.090126,0.0390010537606664,4.199999999999953,-2.449489742783152,-27.51840233333333,0.4468906241494285,-27.33596,-28.430614,-27.33596,0.1997112299526658,4.200000000000042,-2.449489742783202,15.161158166666668,0.5908189672007549,15.402359,13.955154,15.402359,0.3490670520041666,4.199999999999993,-2.449489742783173,-0.0120608118333333,0.0082636039034811,-0.015434414,-0.015434414,0.004807199,6.828714947362817e-05,4.200000000000003,2.44948974278318,0.0522440646666666,0.0481246236475604,0.07189086,-0.045989912,0.07189086,0.0023159794012193,4.2,-2.4494897427831783,0.0077040375833333,0.0005871504888874,0.0074643344,0.0074643344,0.0089025535,3.4474569660080186e-07,4.199999999999996,2.449489742783176,9.836005796122302,0.0035117891245257,9.834572114215746,9.834572114215746,9.843174205655089,1.2332662855137329e-05,4.200000000001322,2.4494897427839373,0.0694373796163009,0.0109480991449119,0.0739069223760401,0.0470896658176048,0.0739069223760401,0.0001198608748868,4.199999999999997,-2.449489742783176,56.54642789838309,0.0967570625115987,56.58592880374375,56.34892337157976,56.58592880374375,0.0093619291458734,4.200000000000287,-2.4494897427833435,888.0,662.0,86.91747499999997,-65.50435500000003,10.859844999999892,59.13324499999999,643.0,682.0,23.63488499999994,-12.272715000000062,-3.953370000000064,11.909684999999968,1.6444584245938367,2.7000267927545947,3.5577745963708294,2.756164613587853,-0.0572578559130697,0.028401228436116,0.0627995160298213,0.0571178515280933,215.63335906355115,1.0,0.007874016,229.3403584195333,-1.399912945221424,1.0635662284143264,80.0,2.695416988294389,0.8400748701337871,3.05842685222542,user
-0.6542161999999999,0.0,-0.6542162,-0.6542162,-0.6542162,0.0,0.0,0.0,5.860282,0.0,5.860282,5.860282,5.860282,0.0,0.0,0.0,7.9369307,0.0,7.9369307,7.9369307,7.9369307,0.0,0.0,0.0,48.543842,0.0,48.543842,48.543842,48.543842,0.0,0.0,0.0,-25.81385,0.0,-25.81385,-25.81385,-25.81385,0.0,0.0,0.0,14.069931,0.0,14.069931,14.069931,14.069931,0.0,0.0,0.0,-0.033705134,0.0,-0.033705134,-0.033705134,-0.033705134,0.0,0.0,0.0,0.03289912,0.0,0.03289912,0.03289912,0.03289912,0.0,0.0,0.0,0.010660378,0.0,0.010660378,0.010660378,0.010660378,0.0,0.0,0.0,9.88765760392566,0.0,9.88765760392566,9.88765760392566,9.88765760392566,0.0,0.0,0.0,0.0482911152680825,0.0,0.0482911152680825,0.0482911152680825,0.0482911152680825,0.0,0.0,0.0,56.752289877045705,0.0,56.752289877045705,56.752289877045705,56.752289877045705,0.0,0.0,0.0,921.0,679.0,106.54199857142862,-93.58980142857136,16.34379857142858,75.43941057142865,638.0,668.0,17.09383857142859,-12.169869428571404,-3.373161428571393,14.171932571428632,1.266580327759585,2.244253038783872,4.129347627339118,3.05810224309336,-0.8954032560298214,0.0358164065603057,0.0759956054521319,0.0358164065603057,263.35595528171194,1.0,0.007874016,243.85241438214223,-1.4474586258951727,0.9259422826466682,92.0,2.862564731322956,0.8400748701337871,3.05842685222542,user
-0.6693051,0.0040815047695672,-0.6719397,-0.6719397,-0.6640359,1.665868118400028e-05,1.499999999999972,0.9682458365518134,5.871538,0.0278281599391695,5.853575,5.853575,5.907464,0.0007744064856,1.5,0.9682458365518544,7.870107999999999,0.0178095266191998,7.858612,7.858612,7.8931,0.0003171792383999,1.5000000000001026,0.968245836552004,48.198422,0.1790573152551984,48.314003,47.96726,48.314003,0.0320615221463995,1.5000000000000004,-0.9682458365518544,-26.878856666666668,0.5056045495051128,-27.205223,-27.205223,-26.226124,0.2556359604802681,1.4999999999999858,0.9682458365518334,14.171900333333332,0.4690255127946315,14.474655,13.566391,14.474655,0.219984931652267,1.5,-0.9682458365518546,-0.00533136368,0.0042636113930544,-0.008083513,-0.008083513,0.00017293496,1.8178382110983515e-05,1.4999999999999996,0.9682458365518536,0.0232222077066666,0.0181272232499396,0.03492328,-0.00017993688,0.03492328,0.0003285962227531,1.4999999999999998,-0.9682458365518536,0.0026525119333333,5.501392104064805e-05,0.0026170006,0.0026170006,0.0027235346,3.026531508266658e-09,1.4999999999999918,0.9682458365518424,9.841832777241398,0.0305716695366238,9.822098849411214,9.822098849411214,9.881300632901764,0.0009346269782565,1.50000000000006,0.9682458365519412,0.0248729816554496,0.0171480494079239,0.0359419999515882,0.0027349450631724,0.0359419999515882,0.0002940555984966,1.5000000000000004,-0.9682458365518548,56.97906595468229,0.5052005531598495,57.3051715094961,56.32685484505466,57.3051715094961,0.2552275989130178,1.4999999999999858,-0.9682458365518332,907.0,643.90576,115.22184000000016,-70.83741999999995,-6.243619999999851,68.12708000000009,631.0,673.91583,17.18526499999996,-16.358685000000037,4.5126300000000015,15.224195000000009,2.3711959825359936,2.830152473896665,3.2291122999658897,2.3711959825359936,-0.0382618807508551,-0.0246018744851629,0.0257358202075043,-0.0214525849343544,254.68132655231503,1.0,0.007874016,266.5714680639444,-1.4091008115276045,1.0466863498497874,85.0,2.9962509006154714,0.8400748701337871,3.05842685222542,user
-0.66571254,0.0,-0.66571254,-0.66571254,-0.66571254,0.0,0.0,0.0,5.8914175,0.0,5.8914175,5.8914175,5.8914175,0.0,0.0,0.0,7.956331,0.0,7.956331,7.956331,7.956331,0.0,0.0,0.0,48.970955,0.0,48.970955,48.970955,48.970955,0.0,0.0,0.0,-26.515709,0.0,-26.515709,-26.515709,-26.515709,0.0,0.0,0.0,14.347823999999996,0.0,14.347824,14.347824,14.347824,0.0,0.0,0.0,-0.006964895,0.0,-0.006964895,-0.006964895,-0.006964895,0.0,0.0,0.0,0.02506881,0.0,0.02506881,0.02506881,0.02506881,0.0,0.0,0.0,0.011193052,0.0,0.011193052,0.011193052,0.011193052,0.0,0.0,0.0,9.922458179643815,0.0,9.922458179643815,9.922458179643815,9.922458179643815,0.0,0.0,0.0,0.0283238311365505,0.0,0.0283238311365505,0.0283238311365505,0.0283238311365505,0.0,0.0,0.0,57.50736744904675,0.0,57.50736744904675,57.50736744904675,57.50736744904675,0.0,0.0,0.0,918.0,643.0,128.8050149999999,-90.13373500000012,1.9335949999999684,80.06056499999988,638.0,672.0,18.50132833333339,-14.37550166666665,-1.05634166666664,13.485528333333376,2.526959903408033,3.1907484435026694,3.7804939994864575,3.498480301052252,-0.0747323382803245,0.0202124553275232,0.0671577228525733,0.0560923383458356,289.9955284450924,1.0,0.007874016,277.093846918332,-1.4477842141624897,0.9555107570246444,92.0,3.1521253091857866,0.8400748701337871,3.05842685222542,user
-0.6518211,0.0,-0.6518211,-0.6518211,-0.6518211,0.0,0.0,0.0,5.890938299999999,0.0,5.8909383,5.8909383,5.8909383,0.0,0.0,0.0,7.9151354,0.0,7.9151354,7.9151354,7.9151354,0.0,0.0,0.0,47.00403,0.0,47.00403,47.00403,47.00403,0.0,0.0,0.0,-25.782116,0.0,-25.782116,-25.782116,-25.782116,0.0,0.0,0.0,14.223709,0.0,14.223709,14.223709,14.223709,0.0,0.0,0.0,-0.01495501,0.0,-0.01495501,-0.01495501,-0.01495501,0.0,0.0,0.0,-0.013336987,0.0,-0.013336987,-0.013336987,-0.013336987,0.0,0.0,0.0,0.019076629,0.0,0.019076629,0.019076629,0.019076629,0.0,0.0,0.0,9.888245203328308,0.0,9.888245203328308,9.888245203328308,9.888245203328308,0.0,0.0,0.0,0.0276666824961344,0.0,0.0276666824961344,0.0276666824961344,0.0276666824961344,0.0,0.0,0.0,55.46539677488152,0.0,55.46539677488152,55.46539677488152,55.46539677488152,0.0,0.0,0.0,916.0,656.0,112.1571083333332,-77.11673166666674,6.00224333333324,77.28246833333321,633.0,685.0,34.112666666666655,-17.340433333333294,-7.140883333333363,15.39686666666671,2.8039573418530503,3.091377676723781,3.695887492749541,3.1953991128966512,-0.0416783089528606,0.027153255136391,0.0541399451605771,0.0312805237408056,282.98328630935873,1.0,0.007874016,265.1490147068248,-1.3734007669450157,0.9369776503936794,84.0,3.368848646539985,0.8400748701337871,3.05842685222542,user
-0.6534976,0.0,-0.6534976,-0.6534976,-0.6534976,0.0,0.0,0.0,5.9285417,0.0,5.9285417,5.9285417,5.9285417,0.0,0.0,0.0,7.731433,0.0,7.731433,7.731433,7.731433,0.0,0.0,0.0,47.958412,0.0,47.958412,47.958412,47.958412,0.0,0.0,0.0,-26.965141,0.0,-26.965141,-26.965141,-26.965141,0.0,0.0,0.0,15.221436000000002,0.0,15.221436,15.221436,15.221436,0.0,0.0,0.0,0.0058192792,0.0,0.0058192792,0.0058192792,0.0058192792,0.0,0.0,0.0,-0.01839739,0.0,-0.01839739,-0.01839739,-0.01839739,0.0,0.0,0.0,0.010447308,0.0,0.010447308,0.010447308,0.010447308,0.0,0.0,0.0,9.764718226110451,0.0,9.764718226110451,9.764718226110451,9.764718226110451,0.0,0.0,0.0,0.0219425206771354,0.0,0.0219425206771354,0.0219425206771354,0.0219425206771354,0.0,0.0,0.0,57.08607732725836,0.0,57.08607732725836,57.08607732725836,57.08607732725836,0.0,0.0,0.0,907.0,610.0,148.41345666666666,-89.77944333333335,-21.842163333333247,81.8702566666667,643.0,691.0,23.5223983333334,-20.554261666666548,0.3136333333334278,20.88219833333335,2.3423449643970784,3.933302311472717,4.2561375690961,2.3423449643970784,-0.181166389094162,-0.0592349961436762,0.0197078904425467,-0.0182727281013806,293.08339838022493,1.0,0.007874016,300.8537850850476,-1.4105656425168345,1.026512544715146,74.0,3.9605864645976334,0.8400748701337871,3.05842685222542,user
